Year,Jurisdiction,Category,Stream,Management,Fate,Tonnes,Core or non-core
"2020-2021","Qld","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","Qld","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","Qld","Paper & cardboard","C&I","Landfill","Disposal","208201.216456887","Core waste"
"2020-2021","Qld","Paper & cardboard","C&I","Landfill","Energy recovery","42337.6835431132","Core waste"
"2020-2021","Qld","Paper & cardboard","C&I","Recycling","Recycling","314815.4276","Core waste"
"2020-2021","Qld","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","Qld","Paper & cardboard","MSW","Landfill","Disposal","194604.414022954","Core waste"
"2020-2021","Qld","Paper & cardboard","MSW","Landfill","Energy recovery","39572.7759770458","Core waste"
"2020-2021","Qld","Paper & cardboard","MSW","Recycling","Recycling","247249.9124","Core waste"
"2020-2021","Qld","Plastics","C&D","Landfill","Disposal","10438.1518710935","Core waste"
"2020-2021","Qld","Plastics","C&D","Recycling","Recycling","475.364926437459","Core waste"
"2020-2021","Qld","Plastics","C&I","Landfill","Disposal","277783.859885126","Core waste"
"2020-2021","Qld","Plastics","C&I","Recycling","Recycling","20224.4694993799","Core waste"
"2020-2021","Qld","Plastics","MSW","Landfill","Disposal","294441.619372355","Core waste"
"2020-2021","Qld","Plastics","MSW","Recycling","Recycling","16306.9149219304","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","100595.684962544","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","20632.8150374556","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","37369.3778383763","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","7664.69716162374","Core waste"
"2020-2021","Qld","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","30","Core waste"
"2020-2021","Qld","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2020-2021","Qld","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","Qld","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2020-2021","Qld","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2020-2021","Qld","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2020-2021","Qld","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2020-2021","Qld","Unclassified materials","MSW","Waste reuse","Waste reuse","13414","Core waste"
"2020-2021","SA","Ash","C&I","Other disposal","Long-term storage","0","Non-core waste"
"2020-2021","SA","Ash","C&I","Recycling","Recycling","0","Non-core waste"
"2020-2021","SA","Ash","C&I","Waste reuse","Waste reuse","0","Non-core waste"
"2020-2021","SA","Biosolids","C&I","Other disposal","Disposal","1510.82251082251","Core waste"
"2020-2021","SA","Biosolids","C&I","Recycling","Recycling","149571.428571429","Core waste"
"2020-2021","SA","Building and demolition materials","C&D","Landfill","Disposal","466302.509366642","Core waste"
"2020-2021","SA","Building and demolition materials","C&D","Recycling","Recycling","2290240.61112755","Core waste"
"2020-2021","SA","Building and demolition materials","C&D","Waste reuse","Waste reuse","15093","Core waste"
"2020-2021","SA","Building and demolition materials","C&I","Landfill","Disposal","10064.9659245134","Core waste"
"2020-2021","SA","Building and demolition materials","C&I","Recycling","Recycling","17060","Core waste"
"2020-2021","SA","Building and demolition materials","MSW","Landfill","Disposal","11371.53520668","Core waste"
"2020-2021","SA","Building and demolition materials","MSW","Recycling","Recycling","2115.808","Core waste"
"2020-2021","SA","Glass","C&D","Landfill","Disposal","566.975174496807","Core waste"
"2020-2021","SA","Glass","C&D","Recycling","Recycling","0.213085986049461","Core waste"
"2020-2021","SA","Glass","C&I","Landfill","Disposal","989.632892930552","Core waste"
"2020-2021","SA","Glass","C&I","Recycling","Recycling","55609.5721326981","Core waste"
"2020-2021","SA","Glass","MSW","Landfill","Disposal","14286.1179500409","Core waste"
"2020-2021","SA","Glass","MSW","Recycling","Recycling","12746.157124498","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Landfill","Disposal","23614.1760859427","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Recycling","Recycling","54937.5405838852","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Treatment","Disposal","22227.7400373191","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2020-2021","SA","Hazardous wastes","C&D","Treatment","Recycling","87175.6942022532","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","12987.8686112952","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Landfill","Disposal","63157.1021402896","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Other disposal","Disposal","6826.77933382676","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Recycling","Recycling","82457.0296328797","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Treatment","Disposal","13821.2299741039","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Treatment","Energy recovery","7347.54365469322","Core waste"
"2020-2021","SA","Hazardous wastes","C&I","Treatment","Recycling","64919.6764350419","Core waste"
"2020-2021","SA","Metals","C&D","Landfill","Disposal","7550.44988476236","Core waste"
"2020-2021","SA","Metals","C&D","Recycling","Recycling","116117.05680007","Core waste"
"2020-2021","SA","Metals","C&I","Landfill","Disposal","1606.48927013838","Core waste"
"2020-2021","SA","Metals","C&I","Recycling","Recycling","188712.593825266","Core waste"
"2020-2021","SA","Metals","MSW","Landfill","Disposal","16632.3788244523","Core waste"
"2020-2021","SA","Metals","MSW","Recycling","Recycling","45893.6428763831","Core waste"
"2020-2021","SA","Organics","C&D","Energy from waste facility","Energy recovery","30100","Core waste"
"2020-2021","SA","Organics","C&D","Landfill","Disposal","62805.8124237634","Core waste"
"2020-2021","SA","Organics","C&D","Landfill","Energy recovery","3433.4823528148","Core waste"
"2020-2021","SA","Organics","C&D","Recycling","Recycling","40354.2423142857","Core waste"
"2020-2021","SA","Organics","C&D","Waste reuse","Waste reuse","0","Core waste"
"2020-2021","SA","Organics","C&I","Energy from waste facility","Energy recovery","55900","Core waste"
"2020-2021","SA","Organics","C&I","Landfill","Disposal","33099.56577472","Core waste"
"2020-2021","SA","Organics","C&I","Landfill","Energy recovery","8145.49300060086","Core waste"
"2020-2021","SA","Organics","C&I","Recycling","Recycling","389118.136","Core waste"
"2020-2021","SA","Organics","C&I","Waste reuse","Waste reuse","4711.934","Core waste"
"2020-2021","SA","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Organics","MSW","Landfill","Disposal","165579.182685588","Core waste"
"2020-2021","SA","Organics","MSW","Landfill","Energy recovery","45071.4488179662","Core waste"
"2020-2021","SA","Organics","MSW","Recycling","Recycling","254169.7374","Core waste"
"2020-2021","SA","Organics","MSW","Waste reuse","Waste reuse","0","Core waste"
"2020-2021","SA","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Paper & cardboard","C&D","Landfill","Disposal","3070.58353348239","Core waste"
"2020-2021","SA","Paper & cardboard","C&D","Landfill","Energy recovery","524.86879259492","Core waste"
"2020-2021","SA","Paper & cardboard","C&D","Recycling","Recycling","85.2857142857143","Core waste"
"2020-2021","SA","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Paper & cardboard","C&I","Landfill","Disposal","12817.7041706396","Core waste"
"2020-2021","SA","Paper & cardboard","C&I","Landfill","Energy recovery","2190.98840286316","Core waste"
"2020-2021","SA","Paper & cardboard","C&I","Recycling","Recycling","124668.674665267","Core waste"
"2020-2021","SA","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Paper & cardboard","MSW","Landfill","Disposal","46900.3716604225","Core waste"
"2020-2021","SA","Paper & cardboard","MSW","Landfill","Energy recovery","8016.89358951944","Core waste"
"2020-2021","SA","Paper & cardboard","MSW","Recycling","Recycling","56472.2612045774","Core waste"
"2020-2021","SA","Plastics","C&D","Energy from waste facility","Energy recovery","4200","Core waste"
"2020-2021","SA","Plastics","C&D","Landfill","Disposal","5282.54918677513","Core waste"
"2020-2021","SA","Plastics","C&D","Landfill","Energy recovery","0","Core waste"
"2020-2021","SA","Plastics","C&D","Recycling","Recycling","0.489847083926031","Core waste"
"2020-2021","SA","Plastics","C&I","Energy from waste facility","Energy recovery","9800","Core waste"
"2020-2021","SA","Plastics","C&I","Landfill","Disposal","9789.82135338474","Core waste"
"2020-2021","SA","Plastics","C&I","Landfill","Energy recovery","0","Core waste"
"2020-2021","SA","Plastics","C&I","Recycling","Recycling","11147.636251693","Core waste"
"2020-2021","SA","Plastics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Plastics","MSW","Landfill","Disposal","33740.5739929243","Core waste"
"2020-2021","SA","Plastics","MSW","Landfill","Energy recovery","0","Core waste"
"2020-2021","SA","Plastics","MSW","Recycling","Recycling","21228.5115067234","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","6484.57473436196","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","1135.01846436343","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","6575.33288045784","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","1150.90418946184","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","8","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","21544.4879692416","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","3771.00930316458","Core waste"
"2020-2021","SA","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","1552","Core waste"
"2020-2021","SA","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2020-2021","SA","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","SA","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2020-2021","SA","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2020-2021","SA","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2020-2021","SA","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2020-2021","SA","Unclassified materials","MSW","Waste reuse","Waste reuse","3206","Core waste"
"2020-2021","Tas","Biosolids","C&I","Other disposal","Disposal","3021.64502164502","Core waste"
"2020-2021","Tas","Biosolids","C&I","Recycling","Recycling","30552.1885521886","Core waste"
"2020-2021","Tas","Building and demolition materials","C&D","Landfill","Disposal","45360.9340761012","Core waste"
"2020-2021","Tas","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","Tas","Building and demolition materials","C&I","Landfill","Disposal","34979.9936956295","Core waste"
"2020-2021","Tas","Building and demolition materials","C&I","Recycling","Recycling","1776.04959922743","Core waste"
"2020-2021","Tas","Building and demolition materials","MSW","Landfill","Disposal","2266.05639769017","Core waste"
"2020-2021","Tas","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2020-2021","Tas","Glass","C&D","Landfill","Disposal","65.8643549287972","Core waste"
"2020-2021","Tas","Glass","C&D","Recycling","Recycling","0","Core waste"
"2020-2021","Tas","Glass","C&I","Landfill","Disposal","6496.50031323318","Core waste"
"2020-2021","Tas","Glass","C&I","Recycling","Recycling","1316.17961371318","Core waste"
"2020-2021","Tas","Glass","MSW","Landfill","Disposal","6642.36154415248","Core waste"
"2020-2021","Tas","Glass","MSW","Recycling","Recycling","15512.13","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Landfill","Disposal","16616.5618862324","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Recycling","Recycling","2082.40772175051","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Treatment","Disposal","932.728230563051","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2020-2021","Tas","Hazardous wastes","C&D","Treatment","Recycling","3726.15696145406","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","3699.45529211323","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Landfill","Disposal","15665.3619146181","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Other disposal","Disposal","11455.7285913496","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Recycling","Recycling","199854.535665978","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Treatment","Disposal","6400.71976074783","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Treatment","Energy recovery","3775.2435532822","Core waste"
"2020-2021","Tas","Hazardous wastes","C&I","Treatment","Recycling","50889.5723259444","Core waste"
"2020-2021","Tas","Metals","C&D","Landfill","Disposal","1134.51564985276","Core waste"
